video_id,segment_id,segment_sec,start_time,end_time,character,expected_emotion,predicted_emotion,detection_count,character_count,emotion_count,mismatch_score,entropy_score,transition_score,diversity_score,emotion_confidence_score,expected_emotion_probability,emotion_intensity_score,emotion_distance_score,valence_flip_rate,arousal_change_score,emotion_change_count,emotion_change_rate,character_emotion_rarity_score,youtube_highlight_score,is_highlight,mismatch_delta,entropy_delta,dominant_emotion_changed,surprise_spike,rolling_mismatch_mean_15sec,rolling_entropy_std_15sec,high_mismatch_duration_sec
vW0IQoSweVI,11,5,50,55,Disgust,disgusted,angry,2,2,2,0.25,0.3562071871080222,0.16666666666666666,0.25396825396825395,0.5081512928009033,0.32042048126459116,0.6243915725033728,0.1,0.0,0.2,0,0.0,0.6875,0.2804021224150495,0,-0.31666666666666676,0.029103611126457374,1,0.0,0.43888888888888894,0.1977908532381014,0
vW0IQoSweVI,12,5,55,60,Riley,neutral,surprised,1,1,1,0.6,-0.0,1.0,0.12698412698412698,0.2664529681205749,0.0226600170135498,0.7261946860700843,0.4494441010848846,0.0,1.0,0,0.0,0.8888888888888888,0.18633544049056508,0,0.35,-0.3562071871080222,1,0.16111111111111104,0.47222222222222227,0.1977908532381014,5
vW0IQoSweVI,13,5,60,65,Riley,neutral,neutral,1,1,1,0.0,-0.0,1.0,0.12698412698412698,0.4947190880775451,0.4947190880775451,0.36548300143331275,0.0,0.0,0.0,0,0.0,0.8,0.1646325102003772,0,-0.6,0.0,1,0.0,0.2833333333333333,0.205656315364096,0
vW0IQoSweVI,14,5,65,70,Riley,neutral,fearful,3,1,3,0.39999999999999997,0.5645750340535796,0.6666666666666666,0.2698412698412698,0.31649478773276,0.19151592999696723,0.5868198452206949,0.3068719814014355,0.0,0.39999999999999997,2,1.0,0.8787878787878789,0.14472539874201923,0,0.39999999999999997,0.5645750340535796,1,0.11666666666666664,0.3333333333333333,0.3259575478885763,0
vW0IQoSweVI,15,5,70,75,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.17189628366913684,0,-0.39999999999999997,-0.5645750340535796,0,0.0,0.13333333333333333,0.3259575478885763,0
vW0IQoSweVI,16,5,75,80,Anger,angry,fearful,3,3,3,0.7333333333333334,0.5645750340535796,0.0,0.38095238095238093,0.44047903021176654,0.2719244460264842,0.6613913867622612,0.2241282896549941,0.0,0.3,0,0.0,0.4047619047619048,0.18285442200492988,0,0.7333333333333334,0.5645750340535796,0,0.6000000000000001,0.37777777777777777,0.32595754788857634,5
vW0IQoSweVI,17,5,80,85,Riley,neutral,disgusted,5,4,4,0.54,0.6846046005037072,0.6,0.5079365079365079,0.3248372316360474,0.16179646067321296,0.5611637589521704,0.34961984100623245,0.2,0.31999999999999995,1,1.0,0.7466666666666667,0.18785530327543254,0,-0.19333333333333336,0.12002956645012763,1,0.16222222222222227,0.42444444444444446,0.3655670310010753,0
vW0IQoSweVI,18,5,85,90,Anger,angry,neutral,1,1,1,0.4,-0.0,0.6000000000000001,0.12698412698412698,0.4759668409824371,0.0875102654099464,0.35694493418559414,0.6016643582596529,0.0,1.0,0,0.0,0.8333333333333334,0.18583180097492186,0,-0.14,-0.6846046005037072,1,0.0,0.5577777777777778,0.3655670310010753,0
vW0IQoSweVI,19,5,90,95,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.18403229922158815,0,-0.4,0.0,0,0.0,0.31333333333333335,0.39525665038927155,0
vW0IQoSweVI,20,5,95,100,Anger,angry,disgusted,3,3,3,0.4666666666666666,0.5645750340535796,0.0,0.38095238095238093,0.4102257192134857,0.2826796223719914,0.4843419484794138,0.08774851773445586,0.0,0.16666666666666666,0,0.0,0.5686274509803921,0.2031045712947836,0,0.4666666666666666,0.5645750340535796,0,0.15333333333333327,0.2888888888888889,0.3259575478885762,0
vW0IQoSweVI,21,5,100,105,Riley,neutral,neutral,2,1,1,0.0,-0.0,0.6666666666666667,0.12698412698412698,0.5362698435783386,0.5362698435783386,0.313645118800923,0.0,0.0,0.0,0,0.0,0.6666666666666667,0.22443907790168177,0,-0.4666666666666666,-0.5645750340535796,1,0.0,0.15555555555555553,0.3259575478885762,0
vW0IQoSweVI,22,5,105,110,Riley,neutral,neutral,3,1,2,0.16666666666666666,0.3271035759815648,0.33333333333333337,0.1984126984126984,0.4614017605781555,0.34637225170930225,0.46530742313091933,0.18196458751941572,0.0,0.2333333333333333,1,0.5,0.65,0.3097294894155468,0,0.16666666666666666,0.3271035759815648,0,0.011111111111111127,0.2111111111111111,0.2834708720766493,0
vW0IQoSweVI,23,5,110,115,Riley,neutral,neutral,1,1,1,0.0,-0.0,0.33333333333333337,0.12698412698412698,0.7824407815933228,0.7824407815933228,0.1321186493150888,0.0,0.0,0.0,0,0.0,0.5652173913043479,0.3215617954768462,0,-0.16666666666666666,-0.3271035759815648,0,0.0,0.05555555555555555,0.18885333764584553,0
vW0IQoSweVI,24,5,115,120,Riley,neutral,disgusted,1,1,1,0.5,-0.0,1.0,0.12698412698412698,0.3282949924468994,0.0702003985643386,0.6714633687399326,0.412310562561766,0.0,0.6,0,0.0,0.9583333333333334,0.3147122191443521,0,0.5,0.0,1,0.4444444444444444,0.2222222222222222,0.18885333764584553,0
vW0IQoSweVI,25,5,120,125,Anger,angry,disgusted,3,3,3,0.7000000000000001,0.5645750340535796,0.6666666666666666,0.38095238095238093,0.3620355725288391,0.15626853828628856,0.6924521302571519,0.26725401130560594,0.0,0.4666666666666666,0,0.0,0.5983333333333333,0.2690466231555798,0,0.20000000000000007,0.5645750340535796,0,0.47777777777777786,0.4000000000000001,0.3259575478885762,5
vW0IQoSweVI,26,5,125,130,Anger,angry,neutral,1,1,1,0.4,-0.0,1.0,0.12698412698412698,0.6660477519035339,0.0697051137685775,0.24537759572267498,0.6016643582596529,0.0,1.0,0,0.0,0.7777777777777778,0.17427650322387161,0,-0.30000000000000004,-0.5645750340535796,1,0.0,0.5333333333333333,0.3259575478885762,0
vW0IQoSweVI,27,5,130,135,Riley,neutral,neutral,4,3,3,0.325,0.5343107806620333,0.5,0.38095238095238093,0.5251148417592049,0.23975040670484302,0.4150634967721996,0.34718323909421017,0.25,0.35,1,1.0,0.8096153846153846,0.15257357293368362,0,-0.07500000000000001,0.5343107806620333,0,0.0,0.47500000000000003,0.31758172293170456,0
vW0IQoSweVI,28,5,135,140,Riley,neutral,happy,2,1,2,0.25,0.3562071871080222,0.5,0.1984126984126984,0.5937410593032837,0.5181701928377151,0.35407281410880365,0.2729468812791236,0.0,0.35,1,1.0,0.6785714285714286,0.13192593118724227,0,-0.07500000000000001,-0.17810359355401112,1,0.0,0.325,0.27205773300163494,0
vW0IQoSweVI,29,5,140,145,Riley,neutral,neutral,2,1,1,0.0,-0.0,0.5,0.12698412698412698,0.568249374628067,0.568249374628067,0.2974893237464128,0.0,0.0,0.0,0,0.0,0.5666666666666667,0.15379722360331768,0,-0.25,-0.3562071871080222,1,0.0,0.19166666666666665,0.27205773300163494,0
vW0IQoSweVI,30,5,145,150,Envy,angry,neutral,2,2,1,0.2,-0.0,0.0,0.18253968253968253,0.5219532698392868,0.23298162594437596,0.3411240162327882,0.30083217912982646,0.0,0.5,0,0.0,0.765625,0.16448848166299684,0,0.2,0.0,0,0.00833333333333336,0.15,0.2056563153640959,0
vW0IQoSweVI,31,5,150,155,Anger,angry,fearful,4,3,3,0.65,0.5343107806620333,0.75,0.38095238095238093,0.33217544108629227,0.14749207068234677,0.6074571985052897,0.2662248590362349,0.25,0.17500000000000002,1,1.0,0.7878787878787878,0.16880604946163574,0,0.45,0.5343107806620333,1,0.5,0.2833333333333334,0.30848447304614396,5
